計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2026/03/13,マイバスケツト,-213,楽天カード,食費,食料品,,0,KyiVXO42S4_erIOzLTUBv7mD3kP1cIAZRDziC2XbLSU
1,2026/03/13,マイバスケツト,-1591,楽天カード,食費,食料品,,0,z_lgz44LOhEdFUOTA0_fb8W0doqK9YA7yYy3_mlMu2A
0,2026/03/13,Suicaチャージ(楽天ペイ),-5000,楽天カード,現金・カード,電子マネー,,1,reRP5RWw2bQIlQK4AinTaFJu8WoDcZL-2x-MqVHryhY
1,2026/03/13,物販,-5844,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,BFMaDPv4qp_x7qZcDEkvCIUqidQLWbfFUVU_i7QfYpc
0,2026/03/13,現金,5000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,wxAio7-k87q4Mfnrq0ZTCSTQqsDrDrIYJpDGZAQ22jM
1,2026/03/12,入 都日比谷 出 春日,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,MSHR2Kz1gaAYy_M1rzKZH3DHFZhUOS2ppB06eUcdv7Q
1,2026/03/12,入 永田町 出 地有楽町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,wmuQLuMOZZ6oYnd-wpXmBXwWTtRHGp9cE3LLfDYGAJY
1,2026/03/12,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,m4zS1Ldz5K-VNZhU0JKwH_DBrIeq_3cFJ2fM0gW8FNo
1,2026/03/11,マイバスケツト,-1569,楽天カード,食費,食料品,,0,cXJgX_CHdDvGlooPaiq4wsD8CufeTe68F4G-8fMKvAg
1,2026/03/11,TOHOシネマズ(WEB),-200,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,Gh-nso3uFAViwDIoSdDd9rV7nY2GVe91Fx_9p229llo
1,2026/03/10,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,OACkztqAP8mZyotQTDfJEfSqICc5kTpoS5m2mOhZnWI
1,2026/03/10,入 品川 出 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,uWWkNeRlb_n6xdNztIYTn21ll1m3SY4efLp_K6YWSjc
1,2026/03/10,入 渋谷 出 大崎,-167,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,hA6TuaxIuYE0xoXUpLk1koo0fE9hIUwJrLdT2TCZKZs
1,2026/03/10,入 永田町 出 地 渋谷,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,3yLb8yw7c_m_Uln9NASo-7Z2yIDsMoMfw1_0tu4mhII
1,2026/03/10,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ENDJTbIHHnyvBHVOYHQyUWfoalyXt_TLIO-VxEh2nbA
0,2026/03/08,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,OXDcHo1BpyRMT_lRSsk9MlA6QHKbfnnDuRDyRhfaJTE
1,2026/03/08,物販,-1440,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,hko8iN1sLOEL7Xtq9uL2VlU_AZxdkwixMOxSan9pwn0
1,2026/03/08,物販,-1641,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,E132jvOawcNRSkpaRjmAP8wwxPBk0ikvL7aA9jOTg28
0,2026/03/08,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,imTrAVp4j-gLqdjCWzamQvXxO0w76FCjdBsDGJ5EbCg
1,2026/03/07,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,fET9O5hviC_-hSq5TypzAc4iV4ZF2TLLwXy4R-gHDzY
1,2026/03/07,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,U0H3uwkWiz1P6eL1djpJu0E3eVy0rcYjE6-w4ixuDKw
1,2026/03/06,物販,-181,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,0Dy62GM9HmvXbw_dzl2YUybcCeWItmhngfJ7Oprfw7s
1,2026/03/06,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,CvDYShHLAPZ-vCliBJVPylXBR4QpIoZVSayRKjCbYDw
1,2026/03/05,ドンキホ-テコウラクエンテン,-3031,楽天カード,日用品,日用品,,0,I0RmcP30BqJRgBCAtGsCHfIlEZ0ov7YvIsi3jj1fEhg
1,2026/03/05,マツクスバリユカントウ(カ,-1438,楽天カード,食費,食料品,,0,s8ZbtcF4VzZZnZ8NAIGrhcofzQOdthsUzPyBReq62VI
1,2026/03/04,マイバスケツト,-579,楽天カード,食費,食料品,,0,1EAzUrP371dKIzdzb1o7DeVhxtPOw5NjZXc5-nNnpJs
0,2026/03/04,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,ss_nM6bhXrTpOL0g6E6AfiqvoMs4dDzadRNFf-Dd1Jg
1,2026/03/04,物販,-138,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,XGFBXDi-G4hf_GO9N9an89BT2-f9ED1Gat4xfAGoHEU
1,2026/03/04,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,7J-VNVrZbrNHZ1vcY0xeiZFIopgRTq-PlOGe4KQj4EM
0,2026/03/04,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,HAHOlo7eDYg3orEsKExCNExgiK_jcsTtiWSk_iaKSyo
1,2026/03/04,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,U0TwPc5A8uqFA-mqVj-_-06kQHCYgM8Bf0E1Q11iphw
1,2026/03/02,マイバスケツト,-764,楽天カード,食費,食料品,,0,TieU-l6VlOPjpDIplVe1hkX52nDjLVZKi61Xe3_CeBE
1,2026/03/02,マイバスケツト,-1298,楽天カード,食費,食料品,,0,XLEeqFQltbNNM7nQieBraiHJaZX0FX9veHZeVZw23dY
1,2026/03/01,シネマイクスピアリ,-1300,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,DBmv0c6rP-Z8Tl_cEdEsLcuG_MDTYBWMQnGxKC6ZqY8
1,2026/03/01,入 地新木場 出 後楽園,-252,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,6yGUrai_xB0GovjZqO4RGCWYNCpeYvWictHJ2u_Nl54
1,2026/03/01,入 舞浜 出 新木場,-167,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,MbOUWfTe0MdmYYE1OJOWNqnXV7z3qdJ1cc2sbEKkydQ
1,2026/02/28,トウキヨウデイズニ-リゾ-,-5000,楽天カード,現金・カード,カード引き落とし,,0,tcObM1U28Z1v4T2-FvaseSgb5bxEz-rwgnWODU1QIQk
1,2026/02/28,トウキヨウデイズニ-リゾ-,-2600,楽天カード,現金・カード,カード引き落とし,,0,sBr5Bly6ACkMGWrgIjpA2uYFRQrTS9d3ghj0zdunD_I
1,2026/02/28,トウキヨウデイズニ-リゾ-,-1600,楽天カード,現金・カード,カード引き落とし,,0,WFcwgnPLPCwYqvB8W9PpA3bSUMI4V_LX5HoMCYlqkKw
1,2026/02/28,シエラトングランデト-キヨ-,-280,楽天カード,現金・カード,カード引き落とし,,0,JY72SaDtl9LIuVWfZ8M1jAeD9xkpes7eZCtCFHhhBos
1,2026/02/28,トウキヨウデイズニ-リゾ-,-900,楽天カード,現金・カード,カード引き落とし,,0,UDZtDndflQKPOXN-fQDyejrvoHQukk2pTIk78eq46rc
1,2026/02/28,トウキヨウデイズニ-リゾ-,-400,楽天カード,現金・カード,カード引き落とし,,0,vxG4uS5R9AQ7_OUYCXTCT69OwuE53ksvXS-QjfOUSkY
1,2026/02/28,ソフトバンクエム,-2973,楽天カード,通信費,携帯電話,,0,Q0T5JZuZERzqOHTsXjmTGsasiusDVXaqouVF_ntF-r4
1,2026/02/28,入 東京 出 舞浜,-230,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,QsvfurM3T_Oqi5nObHVCOINFRu3fNi01RarOW5AsZwo
1,2026/02/28,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,MH6zEhif4WUuBDBqPv3mvp48pYXF9cVu0_wHvp-ePyI
1,2026/02/27,アイシテイ ミヨウガダニ,-60350,楽天カード,健康・医療,ボディケア,,0,DUiq08j33d9qZo4p320rI1ONpgHgL-9-FoPIUQhLzMo
1,2026/02/27,オクナイガタスポ-ツシセツ,-2400,楽天カード,趣味・娯楽,スポーツ,,0,USRDH7ueB2Yk8wm_pI34LeJXwlrxfNnb3jNJ5Ed11ZE
1,2026/02/27,アマゾン マ-ケツト プレイ,-1599,楽天カード,教養・教育,書籍,,0,qlyKBDc0f2Cucd74sy8TheepY84G0_fiKmcVQOGBETo
1,2026/02/27,アマゾンペイテイケイサイト,-9890,楽天カード,現金・カード,ATM引き出し,,0,p5bs4Ipm8Uq4N4vieB-fJ6pkcn2hxn7YFIMEIb7tDBM
1,2026/02/27,マイバスケツト,-643,楽天カード,食費,食料品,,0,54Nr3ExNujMYTeOSGf_x2ZNIexS2T9UQ-G2YdNFjHlE
1,2026/02/27,入 茗荷谷 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,UQgzVPW0pUz462f-24wo1xNtaMLFMIumx_TNYQYKJXw
1,2026/02/27,入 後楽園 出 茗荷谷,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ZcyiMslHecwCqJi6TaaP2-xiJzoyeFr1K0Sf0IkuWcQ
0,2026/02/27,ラクテンカ-ドサ-ビス,-312286,楽天銀行,現金・カード,カード引き落とし,,1,m5iG5TncmaxdF0bEhf6qiKtg6PzwX-e_EejsxSDuJrc
1,2026/02/27,SMBC(ニツポンガス,-1485,楽天銀行,水道・光熱費,ガス・灯油代,,0,xNF0CKZztrknEg7C1Ns94ZMSnBi5S3SGU94oOemDudg
1,2026/02/27,DF.ヤチントウ,-90550,楽天銀行,住宅,家賃・地代,,0,zaXpIrCfkgEpd7ceEfA7_RtYHUJO56ULo0u3pP559Ag
1,2026/02/25,マイバスケツト,-638,楽天カード,食費,食料品,,0,JdzzwsnMDtAgle7tRgZ5grnzViqW375svBZao1_WWO4
1,2026/02/25,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,sqnQPjniDyoJyU3HfqQxMjuzcZ7GZoeQYuQEURYEjGY
1,2026/02/25,*入 溝の口 出 永田町,-428,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ORwBnQU8UTasWygmBBh4Z_kb4PTJzq7RI4b0LQ1HQ8k
1,2026/02/25,入 津田山 出 武溝ノ口,-146,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,4A4dmKNVKtLR2she3BpnZh1joZ_MAIlZ9z0cGoP0hIU
1,2026/02/25,入 武溝ノ口 出 津田山,-146,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,TPNDxuEvUX1rWf6wFjv2E7zKmdF5lD8mfpTnS-KkW5g
1,2026/02/25,入 後楽園 出 溝の口,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,rlrydbh3gVsb19M5OVzG6o4uRpewVm7n1MjD9xqKQFg
1,2026/02/25,給与 SBAW(カ)LINEヤフ-.カ,332185,楽天銀行,収入,給与,,0,okbical97krmiyC8yQ-1OMHp11wbZtVWchACSF5Vv0U
1,2026/02/24,コ-クオン アツプルペイ ツ,-80,楽天カード,未分類,未分類,,0,9KyHBW0IRll_JAO7cWlO0xFyd5SL19xw6ljNkWtiD0U
1,2026/02/24,マイバスケツト,-853,楽天カード,食費,食料品,,0,-3jZtmV7BCtQNH6y1yu2dfloNRN-cCSOUSF9asoJ7Sk
0,2026/02/24,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,d5ELaOkVWj3erDkfpajNhN5ARrcETdL_twgrsZkIXk8
1,2026/02/24,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,D6e8z0kYFvRIt5KDMe3IMNo7KAzb4mIvLAsG0M0LMlY
0,2026/02/24,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,cnnWbObojr2FcfBngE4gKI3kFe9CPFvulSjc9OFVtZo
1,2026/02/24,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,uIFniAWHirEkduT6IU1INDezXRbwxcHpysspWDyftIU
1,2026/02/23,物販,-880,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,EEbdusCzQBPjEI4GnRZ4SnrVL7XMmJ8yr8ebENEckUg
1,2026/02/22,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,DhhJLcqocRYDXjP8fmHWMUJ8xyGH-Os3j9cI5ix4uO4
1,2026/02/22,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Ziyrt-3KWNud_POboxOJar4qqLcXuWqmpT0ktGz9w4Y
1,2026/02/21,セブン-イレブン,-660,楽天カード,食費,食料品,,0,L863tk26reMypS7gW157N3rgTozvG_BKRgrynG50uXQ
1,2026/02/21,入 溝の口 出 後楽園,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,FAruUgYM8inxGSYdXsmeS0efi-JFYv1RDhTh1hGYAlk
1,2026/02/21,入 後楽園 出 溝の口,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,fxIPjhvl2skZzF37FbdkICQ93QVwkBBPRHehyRie-s0
1,2026/02/21,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,l5woEF1dg0dC-Ji669Zw3qUQ0N46juj5iGoMgfnrahU
1,2026/02/20,マイバスケツト,-806,楽天カード,食費,食料品,,0,jt-nmvGXGI1QpCYdOZQWL84-nfgRdQt3TnKQ6Dxjg7I
1,2026/02/19,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,U_36EliSl7Q-J-D56WsBd1u9sBtWy5MJowy0fYwanTY
1,2026/02/19,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Jk-9Q23Wdde8UWknOmN_SN6zzzfvd1SAY8TkUr-KP-o
1,2026/02/18,トウブトツプツア-ズ ウエ,-18000,楽天カード,現金・カード,カード引き落とし,,0,dklK6GcgnsLBmBi0OSW9w0Dw4baCicB8wLAm0nuZs64
1,2026/02/18,マイバスケツト,-1134,楽天カード,食費,食料品,,0,LRcXQPJG_qr3IV0Mn2fJwTyLR0f-fTqbesKbFvWlcOw
0,2026/02/17,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,9wBXqLL0FBWg3UuOVjip_1mICwVl0jeWnyiGse4qrYw
1,2026/02/17,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,q2GX-pfYoqye5TRbk6eBjlxVypLdjADSJgRc25S4v5I
1,2026/02/17,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ergdUmGWQjUO8eR6zVe5z9GpcQx5trWEOPmh0-rIksk
0,2026/02/17,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,RzipBOXtr6HxW4SB_dhVAd-0YFJ1ed42G_adupqSek4
1,2026/02/16,マイバスケツト,-1357,楽天カード,食費,食料品,,0,pDO6B48YdT1zgu3E947De4bXhfYeApRkPbIHOTaufFI
1,2026/02/16,トウキヨウトスイドウキヨク ス,-3806,楽天カード,水道・光熱費,水道代,,0,8f_OvBMershkTBpQ2yBxIXXbwhp3BHKk_V6isY3aqhs
0,2026/02/16,楽天証券投信積立0.5%~,-30000,楽天カード,未分類,未分類,,1,v9pI4N1BHtT5syNeGDVxokzUGz5EGfaqYV-VvtrZpsw
1,2026/02/16,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,QZW8FL9Ft1j2UW2TNRpk3ShIiBvWxX_r_HsNbU_DfwA
1,2026/02/16,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,UpCF16Jnp8EzR9uuFBVaZicgYpO0lMIP2i_dDqEZiUM
1,2026/02/16,AP(カ)ユ-パワ-,-5072,楽天銀行,未分類,未分類,,0,eEQNM2PrlxQnqvUZcCeabx5GmP14IESXU5EdC28rWj0
1,2026/02/15,アマゾン マ-ケツト プレイ,-2999,楽天カード,教養・教育,書籍,,0,b8zYZX2zKN2KnggXaBjZ2mAIplXFVnpRZlekS21PZb4
1,2026/02/14,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,iaKqyWdIcDBtcmh9aZkW4X6CwucdCdqNhpkPa1qcTtg
1,2026/02/14,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,zAHfRLQ1o7uLoAUN0UCO14FwVZGagFG0uUWGbRqeYpY
1,2026/02/13,物販,-569,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,hCn7yY183K9o9mt1I8Kbl2l7l6hyHpC_yPbZ7M3363s
1,2026/02/13,物販,-460,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,pHJD3s5hyyygDyW7ITsvDyCUuayEedaEC5XZOJa-Gn0
1,2026/02/12,入 地 池袋 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,q2qJNhFnoRu12dzSEYYVBoRG5peAs0ZhVHneZIlY1XQ
1,2026/02/12,入 新宿 出 池袋,-167,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,1J3obxEttfLcAvaobL7eMohn9NvZg44Ufa21k7T2Swo
1,2026/02/12,入 赤坂見附 出 地新宿三,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,zxKCAkSQUr0OBCeBtY3Cx5CusZ6tkBy_FB0lT7eJtE8
1,2026/02/12,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ln0FSzUSD1kQeEik4oBVxmgLotj_lNnYfgxbZxcy6A0
1,2026/02/11,トウブトツプツア-ズ ウエ,-17800,楽天カード,現金・カード,カード引き落とし,,0,0VAwWYFOnRg3hKPlS-tOakQjRS-gFXg1G4-ToQ0pvrw
1,2026/02/11,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,NYB32XVNYEPAq33JZI4FenI-67BK6DVm_vnaXb2PN2w
1,2026/02/10,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,9FI0j5uBQDCra8W16ZAP1vtWfQfnTGsQCYFoq5jQUlw
1,2026/02/10,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,z1ESTbrw4otBPL4VhcTZV8o4Fza9MwTZ_Hye3ABmmco
1,2026/02/09,ダイエ- エスエム,-1179,楽天カード,食費,食料品,,0,tHoXrNSgzjMu-468b19qd89-y0-_Y9Odm3SVJVPjkII
0,2026/02/09,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,mHNDUUNGA5iN3fFpYYsOKPnYln0eZojey4oWLiSaJ2Q
1,2026/02/09,物販,-193,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,qsjkIitgHZWEyDsvcZgCiYn_WFd_9tZlW1uBP9cvOOI
1,2026/02/09,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,miBzlGUvUU7P_pjKfoCCwrPb4rOum62O37uDruAyThI
0,2026/02/09,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,ZPXOPeJAH0z9Pl4ZxajFqtD_C3rODCwsWY-fm2rpp4Q
1,2026/02/09,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,NIxshaaYVanTD6Q52Pn3BEyUIZ1recRbeUEumKE8PKY
1,2026/02/08,マイバスケツト,-319,楽天カード,食費,食料品,,0,PUONLQ5TOhZMAjF5M5tqI5xgz2dKmh9JRVLzDlIt2q4
1,2026/02/06,マイバスケツト,-385,楽天カード,食費,食料品,,0,Pxpw8JK31sBqFXNqbS3FRHy2BsMPL4bStPmdC6Y8imc
1,2026/02/06,マイバスケツト,-965,楽天カード,食費,食料品,,0,mJNVJuSq9JvDGWwcOK7QaZfl0kt4uKnGy7tvwP3Y6c4
1,2026/02/05,アマゾン マ-ケツト プレイ,-399,楽天カード,教養・教育,書籍,,0,xiUwB66mKK3ahRS58eZi7klLR-7F0gZnAPl189ukW-o
1,2026/02/03,入 都日比谷 出 春日,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,UuEN_mrMH2sCD3pqi16TAginiwE1cmZaqDOZGllVFl0
1,2026/02/03,物販,-900,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,BgQf4L7FxhPm4y-UAV62ny59X2ViwupNmrcmfI79Kyw
1,2026/02/03,入 春日 出 都日比谷,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,RIVdYRAamppUEWJc9a-y-DLYwtb36sFFrAJpYRPo04g
1,2026/02/03,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,fkrWt3Rsio_T64CiVykmoUqfEllkOPvTgnL5IUUX6bw
1,2026/02/03,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,IgwmaTHhK6Sq-RYZgGVYBRdEJbCVoqVgjGcUGML1yc8
1,2026/02/02,ダイエ- エスエム,-6713,楽天カード,食費,食料品,,0,hkEkz6xCo7OqMRn-7BimERuvXWdnON1yvwiDGO6nrlk
1,2026/02/01,スマ-トイ-エツクス ジエイア,-13870,楽天カード,未分類,未分類,,0,jM09bsCztnkm-WlOaAXwowrIIwip37DTlgRpb0UhVow
1,2026/02/01,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,c2MppkxCS2-zRLq0563nv8EMaCmSHaE_SP_BLsxojkg
1,2026/02/01,入 JW大阪 出 JW新大阪,-180,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,veO5vFUIb5Ik6jYkYAnPmfQo6b9pXUAYsIFuVVUhblA
1,2026/02/01,入 JWユニバー 出 JW大阪,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,iS8coKnaqlxS_YIfAvc5YF-ZGm1i9Yp1IsUxRibeyWk
1,2026/02/01,入 JW大阪 出 JWユニバー,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,kLpXa3PJoKo-NirVNC3P9FgZSY5aWCpl88N-an1yZ9g
1,2026/02/01,入 SU下新庄 出 SU梅田,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,jkXE0PB8IiHqyKfamzQouS6loAYaZTN-14arbotTSp8
1,2026/01/31,ユニバ-サル スタジオ ジ,-3500,楽天カード,現金・カード,カード引き落とし,,0,88ffo48pxJoXdkN08evtw5LNxp-nWUwJR2OAaOhSnFs
1,2026/01/31,ツルハシフウゲツ リンクスウメ,-5150,楽天カード,日用品,ドラッグストア,,0,KIiwPJr983yXU_6WtOfpageVAIoak8kDyGaXHsXz_So
1,2026/01/31,イ-プラス,-12080,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,inBBT4Kw1dLXO3Uu4ig1noBykMFPAhIzwzHKuCUOPGA
1,2026/01/31,イ-プラス,-6600,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,17dHdqfhcDjQ2Imc5RkQY5wG2DIc2l2M09B3meJcFug
1,2026/01/31,イ-プラス,-5870,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,n7AaLTM6bA8HLmsunLcNBGaQ1w6sze-EalteqdH7Ee0
1,2026/01/31,アツプルジヤパン,3000,楽天カード,未分類,未分類,,0,TIyAQvkIF0WfroZI6Ck6cWTBlgtjT01yS4TvzSyceVg
1,2026/01/31,ソフトバンクエム,-2973,楽天カード,通信費,携帯電話,,0,JYPHSbwL4l5_S8Fas78OSQfzxPkDzSvb4knZMzUPR1Y
1,2026/01/31,入 SU梅田 出 SU下新庄,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,eTr-jv2ec-hD6sPmMfs4rjP1Cvv68GbV5cc4PpIgLtM
1,2026/01/31,入 JWユニバー 出 JW大阪,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,yLBSzUgpNvm_P6ZWj_3pkPJk2BvDvg_HghZkSWrhRMw
1,2026/01/31,入 JW大阪 出 JWユニバー,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,F2lNSjuHBAbbvlf-_7bqDaekaiSLvnG774w-wRYTdew
1,2026/01/31,入 SU下新庄 出 SU梅田,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,FdV8v085K7LYpItdfTjKSCJlNq9aVxEgG4vXDjYtsuY
1,2026/01/30,アマゾン マ-ケツト プレイ,-4393,楽天カード,教養・教育,書籍,,0,uH0Tghj-pkXWTvYB50L3SBf3Yq5phwP5xAaMJak_tm4
0,2026/01/30,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,R7oWJpmEfxS10R2b1SyH1BBKqq5eALlv7tMI-SujaQc
1,2026/01/30,入 SU梅田 出 SU下新庄,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ab1TmD6KKm7I9Dkw-8Q52HBDdmNPnmnXsIrNGhqyJ4k
1,2026/01/30,入 JWユニバー 出 JW大阪,-200,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,9J9ZvzwQ6H45H4-N4-7qCc-RpCXsSNt0qmT_Oby5xI4
0,2026/01/30,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,FJsU5wJQIIKPuO6UZ11VjDnow-oV_5hQLFfa_k-YctA
1,2026/01/30,入 JW新大阪 出 JWユニバー,-240,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ywbUc4K-vZjVnL9v-Grp-d_pagfMHCY1fgikLuRmxK4
1,2026/01/30,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,8UtqXNfnKDp5Mvz1KEQWkyQ6virKB9qoeFXCfpS708A
1,2026/01/29,オクナイガタスポ-ツシセツ,-2400,楽天カード,趣味・娯楽,スポーツ,,0,CAekxN3VeReTgLTu5Ch0FAUrXMcSTGalp7PjqmQop2E
1,2026/01/29,物販,-578,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,FJfeVw2N0Gt3swhJ5Dz9o1_txEhtwbk7vu4EmnZ3XBI
1,2026/01/28,ユ-エスジエイ チケツトストア,-22000,楽天カード,趣味・娯楽,映画・音楽・ゲーム,,0,WdGBKMCWIyNCC-KEa6DMkj8bkkE6JyqiViBeoSY19gs
1,2026/01/28,入 溜池山王 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,2i6GrOsxMQy_1CrUtzXHBdfnXEGeSE7OBBkzpj4GWnE
1,2026/01/28,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,tfaCQ4kOV4hrQ8fxEbB0sjveEH8H_oozmBhMNToYb2Y
1,2026/01/27,アマゾン マ-ケツト プレイ,-5840,楽天カード,教養・教育,書籍,,0,jkhg7pNiYLTlLchngrmN3f9PWK8nyigPBMGfxr51NWA
1,2026/01/27,物販,-407,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,1_lgzg43L-EDlnyGmrxBeMMp60C2yWhebGwOfJCyvXI
0,2026/01/27,ラクテンカ-ドサ-ビス,-118101,楽天銀行,現金・カード,カード引き落とし,,1,mgNjWWo-XXzjf8YW_TSvqyP2_bdXd2fOWUQItKLZFUQ
